id,convenio_id,tipo_evento_id,numero_documento,fecha_documento,tipo_resolucion_norm,observacion_raw,columna_fuente
b83fa251-99cf-41db-acf2-59642db435dd,97f5f247-ce68-4ede-988d-5a9b652bcbf5,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
701b0ef8-f489-4f77-950a-ebfdc76a74cc,97f5f247-ce68-4ede-988d-5a9b652bcbf5,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
05a0b8ad-0492-4ba3-b950-9e5477f4fc76,97f5f247-ce68-4ede-988d-5a9b652bcbf5,8d80c2b8-875d-43a9-bb4e-117ed9aab422,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
d5c14d96-0df6-45e5-9c69-aa39858def3d,97f5f247-ce68-4ede-988d-5a9b652bcbf5,ef2a95fc-fe72-4284-85e5-15897c60881c,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
d0064b82-5fe1-48f6-ba98-c7f0575a3f93,97f5f247-ce68-4ede-988d-5a9b652bcbf5,0df1c4b6-ef93-4a00-a85a-acfafe36d421,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
a4cd93d0-ffca-4c8f-a66b-5dc9e544030b,97f5f247-ce68-4ede-988d-5a9b652bcbf5,a2f5100f-2a50-4a51-a795-dde18abad7f9,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
1caac9e3-0e1a-402f-965a-3f7e1a360827,97f5f247-ce68-4ede-988d-5a9b652bcbf5,671a8729-afed-428c-b81b-0dc36733afb8,708/15.05.2025,,,708/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
144a8a97-fab9-41b6-85d7-929cb8e2245c,cd84fee2-4846-4546-b243-80edb67d692e,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
3154f074-88e1-4b2f-8bf7-d4b0a34b3ad9,cd84fee2-4846-4546-b243-80edb67d692e,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
d15fb326-c4ba-4855-9d15-97e64229add8,cd84fee2-4846-4546-b243-80edb67d692e,8d80c2b8-875d-43a9-bb4e-117ed9aab422,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
c4183562-e0ca-4c7b-9910-b0c5936a9258,cd84fee2-4846-4546-b243-80edb67d692e,ef2a95fc-fe72-4284-85e5-15897c60881c,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
07b4068b-b162-4f4c-9168-7285e968921d,cd84fee2-4846-4546-b243-80edb67d692e,0df1c4b6-ef93-4a00-a85a-acfafe36d421,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
59f9f5e5-af9e-446d-8452-6cc769e31918,cd84fee2-4846-4546-b243-80edb67d692e,a2f5100f-2a50-4a51-a795-dde18abad7f9,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
211cfd22-85cf-4a67-9037-c8f47ac2b01d,cd84fee2-4846-4546-b243-80edb67d692e,671a8729-afed-428c-b81b-0dc36733afb8,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
d8a1404d-02b2-4871-85a2-474e0f36d210,6dc32974-3c5e-4bfb-9057-0fcbc1035d7b,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
7ffa98a6-fe75-402d-91f5-ee80336d7149,6dc32974-3c5e-4bfb-9057-0fcbc1035d7b,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
dfb74133-d85d-462a-bed8-2b1efe68c6bc,6dc32974-3c5e-4bfb-9057-0fcbc1035d7b,8d80c2b8-875d-43a9-bb4e-117ed9aab422,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
b69d67ae-4447-4b2c-ba1e-90e581a6fee7,6dc32974-3c5e-4bfb-9057-0fcbc1035d7b,ef2a95fc-fe72-4284-85e5-15897c60881c,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
5188685b-ddee-4604-8804-78828b75534d,6dc32974-3c5e-4bfb-9057-0fcbc1035d7b,0df1c4b6-ef93-4a00-a85a-acfafe36d421,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
dfb79142-eac6-4fa3-b5cf-d6b30535af6d,6dc32974-3c5e-4bfb-9057-0fcbc1035d7b,a2f5100f-2a50-4a51-a795-dde18abad7f9,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
45f76ece-72ab-4c2c-9b22-58a699b3dc13,6dc32974-3c5e-4bfb-9057-0fcbc1035d7b,671a8729-afed-428c-b81b-0dc36733afb8,326/21.02.2025,,,326/21.02.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
359c722a-fd3b-4148-81d5-2c78aa3e38f2,8572987c-348d-45c6-95d0-eab960e60c21,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
ff2dfb81-2738-48c2-9872-de725d1b4205,8572987c-348d-45c6-95d0-eab960e60c21,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
34ffeb46-92ef-4ab1-b599-31405ebda60f,8572987c-348d-45c6-95d0-eab960e60c21,8d80c2b8-875d-43a9-bb4e-117ed9aab422,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
ac221777-da5e-45c3-bdff-7edd0f8710cd,8572987c-348d-45c6-95d0-eab960e60c21,ef2a95fc-fe72-4284-85e5-15897c60881c,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
676ef7df-640e-4ada-a0cf-68fde9a25549,8572987c-348d-45c6-95d0-eab960e60c21,0df1c4b6-ef93-4a00-a85a-acfafe36d421,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
a0da538e-503a-4531-8a03-572f0611ef3e,8572987c-348d-45c6-95d0-eab960e60c21,a2f5100f-2a50-4a51-a795-dde18abad7f9,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
3c2dc0a2-5cce-4dfd-bbe2-9cf73c054d20,8572987c-348d-45c6-95d0-eab960e60c21,671a8729-afed-428c-b81b-0dc36733afb8,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
6e90943f-92e1-46bc-bc1f-a0b76948e25c,a882eeed-b62c-4875-b833-e5c34def310b,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
badbc929-feb2-4e9a-a2f7-799a0c1fad6c,a882eeed-b62c-4875-b833-e5c34def310b,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
1d2d0e93-b39c-438b-8046-500505eb3db1,a882eeed-b62c-4875-b833-e5c34def310b,8d80c2b8-875d-43a9-bb4e-117ed9aab422,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
20166bcb-da98-4490-9c70-e2f7b2c5eff7,a882eeed-b62c-4875-b833-e5c34def310b,ef2a95fc-fe72-4284-85e5-15897c60881c,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
fb0a67ff-77a3-4d66-987c-b7d778a32eac,a882eeed-b62c-4875-b833-e5c34def310b,0df1c4b6-ef93-4a00-a85a-acfafe36d421,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
d7f6e857-0fd5-43e8-a7a2-523a51e9351b,a882eeed-b62c-4875-b833-e5c34def310b,a2f5100f-2a50-4a51-a795-dde18abad7f9,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
1c8f128c-8a7f-4b0a-aee2-cdd12839f8d4,a882eeed-b62c-4875-b833-e5c34def310b,671a8729-afed-428c-b81b-0dc36733afb8,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
ec909ad5-ab56-4481-949d-1ef884d5de2f,bb951545-1d9b-479e-a32b-9fa45e58074f,51a42c4b-ae0c-47cb-9b5b-df04c2f96343,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
aae220e7-bf30-4892-a439-7a37a39f743c,bb951545-1d9b-479e-a32b-9fa45e58074f,4e8a5aca-2be7-4abc-9ec9-4e16d0357942,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
ea3e96b6-bb3f-4d10-be64-2ff474593f75,bb951545-1d9b-479e-a32b-9fa45e58074f,8d80c2b8-875d-43a9-bb4e-117ed9aab422,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
fbb6221b-eaff-44b6-995f-571c6b428a6f,bb951545-1d9b-479e-a32b-9fa45e58074f,ef2a95fc-fe72-4284-85e5-15897c60881c,709/15.05.2025,,,709/15.05.2025,Nº  Y FECHA OFICIO ENVIA CONVENIO
